ticker,name,sector,industry,mcap,exch
3IN.L,3i Infrastructure Ord,Financial Services,Asset Management,4857350443.0,LSE
A,Agilent Technologies Inc.,Health Care,Life Sciences Tools & Services,37927784448.0,NYQ
A2A.MI,A2A S.p.A.,Utilities,Utilities - Diversified,8286393999.0,MIL
AA,Alcoa Corporation,Materials,Aluminum,12846262272.0,NYQ
AAF.L,Airtel Africa Plc,Communication Services,Telecom Services,16642967712.0,LSE
AAL,American Airlines Group Inc.,Industrials,Passenger Airlines,11210478592.0,NMS
AAL.L,Anglo American plc,Basic Materials,Other Industrial Metals & Mining,50294091545.0,LSE
AAMI,Acadian Asset Management Inc.,Financial Services,Asset Management,2909463296.0,NYQ
AAON,AAON Inc.,Industrials,Building Products,9351041024.0,NMS
AAP,Advance Auto Parts Inc.,Consumer Discretionary,Automotive Retail,3496077568.0,NYQ
AAPL,Apple Inc.,Technology,Consumer Electronics,4631217307648.0,NMS
AAS.L,Aberdeen Asia Focus PLC,,,813342958.0,LSE
AAT,American Assets Trust Inc.,Real Estate,Diversified REITs,1542140312.0,
ABAT,American Battery Technology Company,Basic Materials,Metal Mining,358769896.0,
ABBV,AbbVie Inc.,Health Care,Biotechnology,438305980416.0,NYQ
ABCB,Ameris Bancorp,Financials,Regional Banks,6083915776.0,NYQ
ABDN.L,Aberdeen Group Plc,Financial Services,Asset Management,6096679568.0,LSE
ABF.L,Associated British Foods plc,Consumer Defensive,Packaged Foods,18908105981.0,LSE
ABG,Asbury Automotive Group Inc,Consumer Discretionary,Automotive Retail,3946627072.0,NYQ
ABM,ABM Industries Incorporated,Industrials,Environmental & Facilities Services,2612709120.0,NYQ
ABNB,Airbnb Inc. Class A,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",88206696448.0,NMS
ABR,Arbor Realty Trust,Financials,Mortgage REITs,971424075.0,
ABT,Abbott Laboratories,Health Care,Health Care Equipment,163608510464.0,NYQ
ABX.TO,Barrick Mining Corporation,Basic Materials,Gold,58324280655.0,TSX
AC.PA,Accor SA,Consumer Cyclical,Lodging,12765587495.0,PAR
ACA,Arcosa Inc.,Industrials,Construction & Engineering,7120486912.0,NYQ
ACA.PA,Crédit Agricole S.A.,Financial Services,Banks - Regional,62032830264.0,PAR
ACAD,ACADIA Pharmaceuticals Inc.,Health Care,Pharmaceuticals,4489804288.0,NMS
ACGL,Arch Capital Group Ltd.,Financials,Property & Casualty Insurance,35309314048.0,NMS
ACHC,Acadia Healthcare Company Inc.,Health Care,Health Care Facilities,2876728576.0,NMS
ACHV,Achieve Life Sciences Inc. Common Shares,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,627246838.0,
ACI,Albertsons Companies Inc. Class A,Consumer Staples,Food Retail,7229129728.0,NYQ
ACIW,ACI Worldwide Inc.,Information Technology,Application Software,5735745536.0,NMS
ACLS,Axcelis Technologies Inc.,Information Technology,Semiconductor Materials & Equipment,4405704192.0,NMS
ACMR,ACM Research Inc. Class A,Information Technology,Semiconductor Materials & Equipment,7118277120.0,NGM
ACN,Accenture plc Class A Ordinary Shares (Ireland),Information Technology,IT Consulting & Other Services,82752921600.0,NYQ
ACS.MC,"ACS, Actividades de Construcción y Servicios, S.A.",Industrials,Engineering & Construction,36179341303.0,BME
ACT,Enact Holdings Inc.,Financials,Commercial & Residential Mortgage Finance,6247133696.0,NMS
ACTG,Acacia Research Corporation (Acacia Tech),Miscellaneous,Multi-Sector Companies,426923963.0,
ACX.MC,"Acerinox, S.A.",Basic Materials,Steel,4681325714.0,BME
ADAM,Adamas Trust Inc.,Real Estate,Mortgage REITs,825823583.0,
ADBE,Adobe Inc.,Information Technology,Application Software,88896897024.0,NMS
ADC,Agree Realty Corporation,Real Estate,Retail REITs,9389114368.0,NYQ
ADEA,Adeia Inc.,Information Technology,IT Consulting & Other Services,3196312832.0,NMS
ADI,Analog Devices Inc.,Information Technology,Semiconductors,192715980800.0,NMS
ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,38754123776.0,NYQ
ADM.L,Admiral Group plc,Financial Services,Insurance - Property & Casualty,14380276142.0,LSE
ADMA,ADMA Biologics Inc,Health Care,Biotechnology,2104496256.0,NGM
ADNT,Adient plc,Consumer Discretionary,Automotive Parts & Equipment,1565131205.0,
ADP,Automatic Data Processing Inc.,Industrials,Human Resource & Employment Services,96703717376.0,NMS
ADS.DE,adidas AG,Consumer Cyclical,Footwear & Accessories,37123556037.0,XETR
ADSK,Autodesk Inc.,Information Technology,Application Software,44013228032.0,NMS
ADT,ADT Inc.,Consumer Discretionary,Specialized Consumer Services,4920089600.0,NYQ
ADUR,Aduro Clean Technologies Inc.,Industrials,Major Chemicals,562609730.0,
ADUS,Addus HomeCare Corporation,Health Care,Health Care Services,2019715456.0,NMS
AEE,Ameren Corporation,Utilities,Multi-Utilities,31256328192.0,NYQ
AEIS,Advanced Energy Industries Inc.,Information Technology,Semiconductor Materials & Equipment,12325281792.0,NMS
AEM.TO,Agnico Eagle Mines Limited,Basic Materials,Gold,68631936032.0,TSX
AENA.MC,"Aena S.M.E., S.A.",Industrials,Airports & Air Services,45034326553.0,BME
AEO,American Eagle Outfitters Inc.,Consumer Discretionary,Apparel Retail,2816907520.0,NYQ
AEP,American Electric Power Company Inc.,Utilities,Electric Utilities,73688137728.0,NMS
AEP.L,AEP Plantations Plc,Consumer Defensive,Farm Products,867355922.0,LSE
AES,The AES Corporation,Utilities,Utilities - Diversified,10540470272.0,NYQ
AESI,Atlas Energy Solutions Inc.,Energy,Oil & Gas Equipment & Services,1797391354.0,
AFL,AFLAC Incorporated,Financial Services,Insurance - Life,62050349056.0,NYQ
AGNT,AGNT Inc.,Real Estate,Real Estate Services,742744136.0,
AGO,Assured Guaranty Ltd.,Financials,Property & Casualty Insurance,3635590144.0,NYQ
AGT.L,AVI Global Trust Ord,,,1342267287.0,LSE
AGX,Argan Inc.,Industrials,Construction & Engineering,8836612096.0,NYQ
AGYS,Agilysys Inc. Common Stock (DE),Information Technology,Application Software,3069599232.0,NMS
AHCO,AdaptHealth Corp.,Health Care,Health Care Equipment,1390473433.0,
AHR,"American Healthcare REIT, Inc.",Real Estate,REIT - Healthcare Facilities,10324133888.0,NYQ
AI.PA,L'Air Liquide S.A.,Basic Materials,Specialty Chemicals,128832579875.0,PAR
AIE.L,Ashoka India Equity Investment Ord,,,571310758.0,LSE
AIG,American International Group Inc. New,Financials,Multi-line Insurance,41976426496.0,NYQ
AIN,Albany International Corporation,Industrials,Industrial Machinery & Supplies & Components,2057719680.0,NYQ
AIOT,PowerFleet Inc.,Telecommunications,Telecommunications Equipment,568926923.0,
AIR,AAR Corp.,Industrials,Aerospace & Defense,5394818048.0,NYQ
AIR.PA,Airbus SE,Industrials,Aerospace & Defense,176198584974.0,PAR
AIT,Applied Industrial Technologies Inc.,Industrials,Trading Companies & Distributors,12239151104.0,NYQ
AIZ,Assurant Inc.,Financials,Multi-line Insurance,13818341376.0,NYQ
AJB.L,AJ Bell plc,Financial Services,Asset Management,3221259902.0,LSE
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,65029451776.0,NYQ
AKAM,Akamai Technologies Inc.,Information Technology,Internet Services & Infrastructure,18346190848.0,NMS
AKR,Acadia Realty Trust,Real Estate,Retail REITs,3086176512.0,NYQ
ALB,Albemarle Corporation,Materials,Specialty Chemicals,14865662976.0,NYQ
ALFA.L,Alfa Financial Software Holdings PLC,Technology,Software - Application,645460153.0,LSE
ALG,Alamo Group Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,1964944028.0,
ALGM,Allegro MicroSystems Inc.,Information Technology,Semiconductors,10222777344.0,NMS
ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,12851872768.0,NMS
ALGT,Allegiant Travel Company,Industrials,Passenger Airlines,2983939840.0,NMS
ALHC,Alignment Healthcare Inc.,Health Care,Health Care Services,4099531776.0,NMS
ALIT,Alight Inc. Class A,Consumer Discretionary,Business Services,527034382.0,
ALK,Alaska Air Group Inc.,Industrials,Passenger Airlines,5506819584.0,NYQ
ALKS,Alkermes plc,Health Care,Pharmaceuticals,8657140736.0,NMS
ALL,Allstate Corporation (The),Financial Services,Insurance - Property & Casualty,64769679360.0,NYQ
ALLE,Allegion plc,Industrials,Building Products,11741417472.0,NYQ
ALLY,Ally Financial Inc.,Financials,Consumer Finance,13974386688.0,NYQ
ALMU,Aeluma Inc.,Technology,Semiconductors,322173896.0,
ALNY,Alnylam Pharmaceuticals Inc.,Health Care,Biotechnology: Pharmaceutical Preparations,39888220160.0,NMS
ALRM,Alarm.com Holdings Inc.,Financials,Application Software,2547219968.0,NMS
ALV,Autoliv Inc.,Consumer Discretionary,Automotive Parts & Equipment,9003065344.0,NYQ
ALV.DE,Allianz SE,Financial Services,Insurance - Diversified,182092138686.0,XETR
ALW.L,Alliance Witan Ord,,,6645163245.0,LSE
AM,Antero Midstream Corporation,Energy,Oil & Gas Storage & Transportation,10582554624.0,NYQ
AMAT,Applied Materials Inc.,Information Technology,Semiconductor Materials & Equipment,478360567808.0,NMS
AMC,AMC Entertainment Holdings Inc. Class A,Consumer Discretionary,Movies/Entertainment,1687022766.0,
AMCR,Amcor plc,Materials,Paper & Plastic Packaging Products & Materials,19964086272.0,NYQ
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,909695778816.0,NMS
AME,AMETEK Inc.,Industrials,Electrical Components & Equipment,53628919808.0,NYQ
AMG,"Affiliated Managers Group, Inc.",Financial Services,Asset Management,9677651968.0,NYQ
AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,196124606464.0,NMS
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,Real Estate,Single-Family Residential REITs,13639103488.0,NYQ
AMKR,Amkor Technology Inc.,Information Technology,Semiconductors,17467576320.0,NMS
AML.L,Aston Martin Lagonda Global Holdings plc,Consumer Cyclical,Auto Manufacturers,504708605.0,LSE
AMN,AMN Healthcare Services Inc,Health Care,Health Care Services,1255504503.0,
AMP,Ameriprise Financial Inc.,Financials,Asset Management & Custody Banks,45556248576.0,NYQ
AMP.MI,Amplifon S.p.A.,Healthcare,Medical Distribution,3292846397.0,MIL
AMPH,Amphastar Pharmaceuticals Inc.,Health Care,Pharmaceuticals,825419444.0,
AMR,Alpha Metallurgical Resources Inc.,Materials,Steel,1865108195.0,
AMRX,Amneal Pharmaceuticals Inc. Class A,Health Care,Pharmaceuticals,5431826432.0,NMS
AMS.MC,"Amadeus IT Group, S.A.",Technology,Information Technology Services,24907010648.0,BME
AMSF,AMERISAFE Inc.,Financials,Property & Casualty Insurance,644531949.0,
AMT,American Tower Corporation (REIT),Real Estate,Telecom Tower REITs,78544912384.0,NYQ
AMTM,Amentum Holdings Inc.,Industrials,Diversified Support Services,5133085696.0,NYQ
AMZN,Amazon.com Inc.,Consumer Discretionary,Broadline Retail,2639149400064.0,NMS
AN,AutoNation Inc.,Consumer Discretionary,Automotive Retail,6551760896.0,NYQ
ANA.MC,"Acciona, S.A.",Industrials,Engineering & Construction,15465968150.0,BME
ANDE,Andersons Inc. (The),Consumer Staples,Food Distributors,2459043328.0,NMS
ANE.MC,"Corporación Acciona Energías Renovables, S.A.",Utilities,Utilities - Renewable,8015312250.0,BME
ANET,"Arista Networks, Inc.",Technology,Computer Hardware,235414323200.0,NYQ
ANF,Abercrombie & Fitch Company,Consumer Discretionary,Apparel Retail,4135259392.0,NYQ
ANGO,AngioDynamics Inc.,Health Care,Medical/Dental Instruments,528468923.0,
ANIP,ANI Pharmaceuticals Inc.,Health Care,Pharmaceuticals,1843141848.0,
ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A,,,0.0,
ANTO.L,Antofagasta plc,Basic Materials,Copper,47646199925.0,LSE
AO.L,AO World plc,Consumer Cyclical,Specialty Retail,713995452.0,LSE
AON,Aon plc Class A Ordinary Shares (Ireland),Financials,Insurance Brokers,76234153984.0,NYQ
AORT,Artivion Inc.,Health Care,Health Care Equipment,1169409302.0,
AOS,A.O. Smith Corporation,Industrials,Building Products,8330361856.0,NYQ
AOSL,Alpha and Omega Semiconductor Limited Common Shares,Information Technology,Semiconductors,1124154950.0,
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,11820044288.0,NMS
APAM,Artisan Partners Asset Management Inc. Class A,Financials,Asset Management & Custody Banks,2590544128.0,NYQ
APD,Air Products and Chemicals Inc.,Materials,Industrial Gases,66699546624.0,NYQ
APG,APi Group Corporation,Industrials,Construction & Engineering,17918310400.0,NYQ
APH,Amphenol Corporation,Information Technology,Electronic Components,195681091584.0,NYQ
APLE,Apple Hospitality REIT Inc. Common Shares,Real Estate,Hotel & Resort REITs,3909278464.0,NYQ
APN.L,Applied Nutrition Plc,Consumer Defensive,Packaged Foods,1128098069.0,LSE
APO,Apollo Global Management Inc. (New),Financials,Asset Management & Custody Banks,69378113536.0,NYQ
APOG,Apogee Enterprises Inc.,Industrials,Building Products,810107173.0,
APP,Applovin Corporation Class A,Information Technology,Application Software,170314629120.0,NMS
APPF,AppFolio Inc. Class A,Information Technology,Application Software,6208250880.0,NGM
APPS,Digital Turbine Inc.,Miscellaneous,Multi-Sector Companies,1274190498.0,
APTV,Aptiv PLC,Consumer Discretionary,Automotive Parts & Equipment,12817855488.0,NYQ
APXT,Apex Treasury Corporation Class A Ordinary Share,Technology,Computer Software: Prepackaged Software,0.0,
AR,Antero Resources Corporation,Energy,Oil & Gas Exploration & Production,10295849984.0,NYQ
ARCB,ArcBest Corporation,Industrials,Trucking,3275670016.0,NMS
ARE,Alexandria Real Estate Equities Inc.,Real Estate,Office REITs,8344022528.0,NYQ
ARES,Ares Management Corporation Class A,Financials,Asset Management & Custody Banks,40178618368.0,NYQ
ARI,Apollo Commercial Real Estate Finance Inc,Real Estate,Real Estate Investment Trusts,1385622392.0,
ARLO,Arlo Technologies Inc.,Information Technology,Communications Equipment,1411927621.0,
ARM,Arm Holdings plc American Depositary Shares,Technology,Semiconductors,345406013440.0,NMS
ARMK,Aramark,Industrials,Specialty Business Services,15219752960.0,NYQ
AROC,Archrock Inc.,Energy,Oil & Gas Equipment & Services,6752829440.0,NYQ
ARR,ARMOUR Residential REIT Inc.,Real Estate,Mortgage REITs,2114986112.0,NYQ
ARWR,Arrowhead Pharmaceuticals Inc.,Health Care,Biotechnology,10761477120.0,NMS
AS,Amer Sports Inc.,Consumer Discretionary,Apparel,20247406592.0,NYQ
ASGN,ASGN,,,,
ASHM.L,Ashmore Group Plc,Financial Services,Asset Management,1872333908.0,LSE
ASL.L,Aberforth Smaller Companies Ord,,,1827789255.0,LSE
ASMB,Assembly Biosciences Inc.,Health Care,Biotechnology: Pharmaceutical Preparations,435457459.0,
ASML,ASML Holding N.V. New York Registry Shares,Technology,Industrial Machinery/Components,692718862336.0,NMS
ASO,Academy Sports and Outdoors Inc.,Consumer Discretionary,Specialty Stores,2872070912.0,NMS
ASPN,Aspen Aerogels Inc.,Consumer Discretionary,RETAIL: Building Materials,427647657.0,
ASTE,Astec Industries Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,1301842711.0,
ASTH,Astrana Health Inc.,Health Care,Health Care Facilities,2324222720.0,NCM
ASTS,AST SpaceMobile Inc. Class A,Consumer Discretionary,Telecommunications Equipment,28457293824.0,NMS
ATD.TO,Alimentation Couche-Tard Inc.,Consumer Cyclical,Specialty Retail,58894980279.0,TSX
ATEN,"A10 Networks, Inc.",Technology,Software - Infrastructure,2676172032.0,NYQ
ATI,ATI Inc.,Industrials,Aerospace & Defense,25525428224.0,NYQ
ATMU,Atmus Filtration Technologies Inc.,Industrials,Industrial Machinery & Supplies & Components,4138341888.0,NYQ
ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,29411272704.0,NYQ
ATOM,Atomera Incorporated,Technology,Semiconductors,256690395.0,
ATR.L,Schroder Asian Total Return Inv. Company,,,839071785.0,LSE
ATT.L,Allianz Technology Trust Ord,,,3170279214.0,LSE
ATYM.L,"Atalaya Mining Copper, S.A.",Basic Materials,Copper,1671383915.0,LSE
AUB,Atlantic Union Bankshares Corporation,Financials,Regional Banks,6019445760.0,NYQ
AUTL,Autolus Therapeutics plc American Depositary Share,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),428510815.0,
AUTO.L,Autotrader Group plc,Communication Services,Internet Content & Information,5453547420.0,LSE
AV.L,Aviva plc,Financial Services,Insurance - Diversified,26558432293.0,LSE
AVA,Avista Corporation,Utilities,Utilities - Diversified,3462550528.0,NYQ
AVAV,AeroVironment Inc.,Industrials,Aerospace & Defense,7316909568.0,NMS
AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,27216736256.0,NYQ
AVGO,Broadcom Inc.,Information Technology,Semiconductors,1902889402368.0,NMS
AVIO.MI,Avio S.p.A.,Industrials,Aerospace & Defense,1580303873.0,MIL
AVNS,Avanos Medical Inc.,Health Care,Health Care Supplies,1167342089.0,
AVON.L,Avon Technologies Plc,Industrials,Aerospace & Defense,667263859.0,LSE
AVTR,Avantor Inc.,Health Care,Life Sciences Tools & Services,7093828608.0,NYQ
AVY,Avery Dennison Corporation,Materials,Paper & Plastic Packaging Products & Materials,12292769792.0,NYQ
AWI,Armstrong World Industries Inc,Industrials,Building Products,6636558848.0,NYQ
AWK,American Water Works Company Inc.,Utilities,Water Utilities,25521213440.0,NYQ
AWR,American States Water Company,Utilities,Utilities - Regulated Water,3312171008.0,NYQ
AX,Axos Financial Inc.,Financials,Regional Banks,5540563456.0,NYQ
AXON,Axon Enterprise Inc.,Industrials,Aerospace & Defense,45604655104.0,NMS
AXP,American Express Company,Financials,Consumer Finance,239210004480.0,NYQ
AXTA,Axalta Coating Systems Ltd. Common Shares,Materials,Specialty Chemicals,6957754880.0,NYQ
AYI,Acuity Inc.,Industrials,Electrical Components & Equipment,9971829760.0,NYQ
AZM.MI,Azimut Holding S.p.A.,Financial Services,Asset Management,5953470016.0,MIL
AZN.L,AstraZeneca PLC,Healthcare,Drug Manufacturers - General,263799473329.0,LSE
AZO,AutoZone Inc.,Consumer Discretionary,Automotive Retail,50161938432.0,NYQ
AZTA,Azenta Inc.,Health Care,Life Sciences Tools & Services,1168913509.0,
AZZ,AZZ Inc.,Industrials,Heavy Electrical Equipment,4401041920.0,NYQ
B,Barrick Mining Corporation Common Shares,Basic Materials,Precious Metals,61605470208.0,NYQ
BA,Boeing Company (The),Industrials,Aerospace & Defense,175223848960.0,NYQ
BA.L,BAE Systems plc,Industrials,Aerospace & Defense,72422193652.0,LSE
BAB.L,Babcock International Group PLC,Industrials,Engineering & Construction,6841100481.0,LSE
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,Consumer Discretionary,Business Services,269262307328.0,NYQ
BAC,Bank of America Corporation,Financials,Diversified Banks,423453556736.0,NYQ
BAG.L,A.G. BARR p.l.c.,Consumer Defensive,Beverages - Non-Alcoholic,976119453.0,LSE
BAH,Booz Allen Hamilton Holding Corporation,Industrials,Research & Consulting Services,7527059968.0,NYQ
BAK,Braskem SA ADR,Industrials,Major Chemicals,1040356223.0,
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",16424747008.0,NYQ
BAM.TO,Brookfield Asset Management Ltd.,Financial Services,Asset Management,78880170633.0,TSX
BAMI.MI,Banco BPM S.p.A.,Financial Services,Banks - Regional,26786376427.0,MIL
BANC,Banc of California Inc.,Financials,Regional Banks,3161143296.0,NYQ
BANF,BancFirst Corporation,Financials,Regional Banks,3831535104.0,NMS
BANR,Banner Corporation,Financials,Regional Banks,2296700160.0,NMS
BARC.L,Barclays PLC,Financial Services,Banks - Diversified,95337089504.0,LSE
BAS.DE,BASF SE,Basic Materials,Chemicals,48986966695.0,XETR
BATS.L,British American Tobacco p.l.c.,Consumer Defensive,Tobacco,131866379424.0,LSE
BAX,Baxter International Inc.,Health Care,Health Care Equipment,11682529280.0,NYQ
BAYN.DE,Bayer Aktiengesellschaft,Healthcare,Drug Manufacturers - General,53639905699.0,XETR
BB,BlackBerry Limited,Technology,Software - Infrastructure,6429521920.0,NYQ
BBBY,Bed Bath & Beyond Inc.,Consumer Discretionary,Catalog/Specialty Distribution,425165714.0,
BBOX.L,Tritax Big Box Ord,,,5992808783.0,LSE
BBT,Beacon Financial Corporation Common stock,Financials,Regional Banks,2530407680.0,NYQ
BBVA.MC,"Banco Bilbao Vizcaya Argentaria, S.A.",Financial Services,Banks - Diversified,143165206109.0,BME
BBW,Build-A-Bear Workshop Inc.,Consumer Discretionary,Recreational Games/Products/Toys,431538788.0,
BBWI,Bath & Body Works Inc.,Consumer Discretionary,Other Specialty Retail,4097751552.0,NYQ
BBY,Best Buy Co. Inc.,Consumer Discretionary,Computer & Electronics Retail,17451517952.0,NYQ
BBY.L,Balfour Beatty plc,Industrials,Engineering & Construction,5531641210.0,LSE
BC,Brunswick Corporation,Consumer Discretionary,Leisure Products,5061509120.0,NYQ
BC.MI,Brunello Cucinelli S.p.A.,Consumer Cyclical,Luxury Goods,6507459894.0,MIL
BCAR,D. Boral ARC Acquisition I Corp. Class A,Finance,Blank Checks,0.0,
BCC,Boise Cascade L.L.C.,Industrials,Building Products,2676531200.0,NYQ
BCE.TO,BCE Inc.,Communication Services,Telecom Services,20610634342.0,TSX
BCG.L,Baltic Classifieds Group PLC,Communication Services,Internet Content & Information,1070587812.0,LSE
BCO,Brinks Company (The),Industrials,Security & Alarm Services,4292710144.0,NYQ
BCPC,Balchem Corporation,Materials,Specialty Chemicals,5209852928.0,NMS
BDC,Belden Inc,Information Technology,Electronic Components,4165454592.0,NYQ
BDX,Becton Dickinson and Company,Health Care,Health Care Equipment,41865613312.0,NYQ
BEI.DE,Beiersdorf Aktiengesellschaft,Consumer Defensive,Household & Personal Products,19992173676.0,XETR
BEN,Franklin Resources Inc.,Financials,Asset Management & Custody Banks,17407844352.0,NYQ
BETR,Better Home & Finance Holding Company Class A,Finance,Finance: Consumer Services,484954451.0,
BEZ.L,Beazley plc,Financial Services,Insurance - Specialty,10250208653.0,LSE
BF-B,Brown Forman Corporation,Consumer Staples,Distillers & Vintners,12008477696.0,NYQ
BFAM,Bright Horizons Family Solutions Inc.,Consumer Discretionary,Specialized Consumer Services,3856595200.0,NYQ
BFH,Bread Financial Holdings Inc.,Financials,Consumer Finance,3899281664.0,NYQ
BFS,Saul Centers Inc.,Real Estate,Retail REITs,886721788.0,
BG,Bunge Limited Common Shares,Consumer Staples,Agricultural Products & Services,22180151296.0,NYQ
BGC,BGC Group Inc. Class A,Financials,Investment Banking & Brokerage,5164230656.0,NMS
BGEO.L,Lion Finance Group PLC,Financial Services,Banks - Regional,6656746004.0,LSE
BGFD.L,Baillie Gifford Japan Ord,,,894990059.0,LSE
BHE,Benchmark Electronics Inc.,Information Technology,Electronic Manufacturing Services,3051700480.0,NYQ
BHF,"Brighthouse Financial, Inc.",Financial Services,Insurance - Life,3791421696.0,NMS
BHMG.L,BH Macro Limited,Financial Services,Asset Management,1844774944.0,LSE
BIIB,Biogen Inc.,Health Care,Biotechnology,29401931776.0,NMS
BILL,BILL Holdings Inc.,Information Technology,Application Software,4119320832.0,NYQ
BIO,Bio-Rad Laboratories Inc. Class A,Health Care,Life Sciences Tools & Services,7924376576.0,NYQ
BIVV,Bioverativ Inc.,,,,
BJ,BJ's Wholesale Club Holdings Inc.,Consumer Staples,Consumer Staples Merchandise Retail,11243319296.0,NYQ
BJRI,BJ's Restaurants Inc.,Consumer Discretionary,Restaurants,1308513688.0,
BKE,Buckle Inc. (The),Consumer Discretionary,Apparel Retail,2193640192.0,NYQ
BKG.L,The Berkeley Group Holdings plc,Consumer Cyclical,Residential Construction,4224429871.0,LSE
BKNG,Booking Holdings Inc.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",138230562816.0,NMS
BKR,Baker Hughes Company Class A,Energy,Oil & Gas Equipment & Services,57103474688.0,NMS
BKT.MC,"Bankinter, S.A.",Financial Services,Banks - Regional,16087075724.0,BME
BKU,BankUnited Inc.,Financials,Regional Banks,3505438976.0,NYQ
BL,BlackLine Inc.,Information Technology,Application Software,1708792512.0,
BLD,,Consumer Discretionary,Homebuilding,,
BLDR,Builders FirstSource Inc.,Industrials,Building Products,8141207040.0,NYQ
BLFS,BioLife Solutions Inc.,Health Care,Health Care Supplies,1376801955.0,
BLK,BlackRock Inc.,Financials,Asset Management & Custody Banks,168473886720.0,NYQ
BLKB,Blackbaud Inc.,Information Technology,Application Software,1359131017.0,
BLND.L,British Land Company PLC,Real Estate,REIT - Diversified,6016477058.0,LSE
BLW,Blackrock Limited Duration Income Trust,Consumer Discretionary,Other Consumer Services,455318476.0,
BLZE,Backblaze Inc. Class A,Technology,Computer Software: Prepackaged Software,1056000000.0,
BME.L,B&M European Value Retail plc,Consumer Defensive,Discount Stores,2707538538.0,LSE
BMED.MI,Banca Mediolanum S.p.A.,Financial Services,Banks - Regional,19015794328.0,MIL
BMI,Badger Meter Inc.,Information Technology,Electronic Equipment & Instruments,4207975168.0,NYQ
BMO.TO,Bank of Montreal,Financial Services,Banks - Diversified,127737758833.0,TSX
BMPS.MI,Banca Monte dei Paschi di Siena S.p.A.,Financial Services,Banks - Regional,39562014120.0,MIL
BMRN,BioMarin Pharmaceutical Inc.,Health Care,Biotechnology,11426975744.0,NMS
BMS,"Bemis Company, Inc.",,,,
BMW.DE,Bayerische Motoren Werke Aktiengesellschaft,Consumer Cyclical,Auto Manufacturers,40019875701.0,XETR
BMY,Bristol-Myers Squibb Company,Health Care,Pharmaceuticals,117582471168.0,NYQ
BMY.L,Bloomsbury Publishing Plc,Communication Services,Publishing,698012392.0,LSE
BN.PA,Danone S.A.,Consumer Defensive,Packaged Foods,53455763779.0,PAR
BN.TO,Brookfield Corporation,Financial Services,Asset Management,98701821830.0,TSX
BNKR.L,Bankers Ord,,,1855911840.0,LSE
BNL,"Broadstone Net Lease, Inc.",Real Estate,REIT - Diversified,4367365632.0,NYQ
BNP.PA,BNP Paribas SA,Financial Services,Banks - Regional,129746887716.0,PAR
BNR.DE,Brenntag SE,Basic Materials,Specialty Chemicals,9865783419.0,XETR
BNS.TO,The Bank of Nova Scotia,Financial Services,Banks - Diversified,109476679304.0,TSX
BNY,The Bank of New York Mellon Cor,Financial Services,Banks - Diversified,104274706432.0,NYQ
BNZL.L,Bunzl plc,Consumer Defensive,Food Distribution,12032343081.0,LSE
BOH,Bank of Hawaii Corporation,Financials,Regional Banks,3267941632.0,NYQ
BOOT,Boot Barn Holdings Inc.,Consumer Discretionary,Apparel Retail,4892922880.0,NYQ
BOWL.L,Hollywood Bowl Group plc,Consumer Cyclical,Leisure,651421704.0,LSE
BOX,Box Inc. Class A,Information Technology,Application Software,3967574784.0,NYQ
BOY.L,Bodycote plc,Industrials,Specialty Industrial Machinery,1571580642.0,LSE
BP.L,BP p.l.c.,Energy,Oil & Gas Integrated,106182496070.0,LSE
BPCR.L,BioPharma Credit Ord,,,1081793792.0,LSE
BPE.MI,BPER Banca SpA,Financial Services,Banks - Regional,32888270796.0,MIL
BPT.L,Bridgepoint Group plc,Financial Services,Asset Management,3702556784.0,LSE
BR,Broadridge Financial Solutions Inc.,Industrials,Data Processing & Outsourced Services,17056129024.0,NYQ
BRBR,BellRing Brands Inc.,Consumer Staples,Packaged Foods,1451147568.0,
BRBY.L,Burberry Group plc,Consumer Cyclical,Luxury Goods,5421544317.0,LSE
BRC,Brady Corporation,Industrials,Commercial Printing,4247689472.0,NYQ
BREE.L,Breedon Group plc,Basic Materials,Building Materials,1466159783.0,LSE
BRGE.L,BlackRock Greater Europe Ord,,,728553598.0,LSE
BRK-B,Berkshire Hathaway Inc.,Financials,Multi-Sector Holdings,1064860254208.0,NYQ
BRKR,Bruker Corporation,Health Care,Health Care Equipment,9142671360.0,NMS
